class,author,glob_dir_bt_x,glob_dir_bt_y,glob_dir_bl_x,glob_dir_bl_y,glob_cm_x,glob_cm_y,glob_area,ti_1_dir_bt_x,ti_1_dir_bt_y,ti_1_dir_bl_x,ti_1_dir_bl_y,ti_1_cm_x,ti_1_cm_y,ti_1_area,ti_2_dir_bt_x,ti_2_dir_bt_y,ti_2_dir_bl_x,ti_2_dir_bl_y,ti_2_cm_x,ti_2_cm_y,ti_2_area,ti_3_dir_bt_x,ti_3_dir_bt_y,ti_3_dir_bl_x,ti_3_dir_bl_y,ti_3_cm_x,ti_3_cm_y,ti_3_area,ti_4_dir_bt_x,ti_4_dir_bt_y,ti_4_dir_bl_x,ti_4_dir_bl_y,ti_4_cm_x,ti_4_cm_y,ti_4_area,qua_1_dir_bt_x,qua_1_dir_bt_y,qua_1_dir_bl_x,qua_1_dir_bl_y,qua_1_cm_x,qua_1_cm_y,qua_1_area,qua_2_dir_bt_x,qua_2_dir_bt_y,qua_2_dir_bl_x,qua_2_dir_bl_y,qua_2_cm_x,qua_2_cm_y,qua_2_area,qua_3_dir_bt_x,qua_3_dir_bt_y,qua_3_dir_bl_x,qua_3_dir_bl_y,qua_3_cm_x,qua_3_cm_y,qua_3_area,qua_4_dir_bt_x,qua_4_dir_bt_y,qua_4_dir_bl_x,qua_4_dir_bl_y,qua_4_cm_x,qua_4_cm_y,qua_4_area
1,Andre,0.99996459089204,0.0084152814643206,0.9867974655334,-0.16195913687362,-0.053375051364019,-1.2638564793746,-0.40420410783055,0.61318990743325,0.78993552738309,0.8576014729318,0.51431480012266,-0.25214847543212,-0.23764175141751,-0.52182284980745,-0.85716341229725,0.51504454624716,-0.055246131466342,0.99847276625755,0.010165720423508,-0.32043008841167,-0.2201540436457,-0.91211633268147,0.4099314523865,-0.96416780625235,0.26529312351913,-0.042595021233258,0.29543896205665,0.58600770218228,0.60852477959298,-0.79353487171095,0.76668631817879,-0.6420218761985,0.17716548963005,-0.20182070821688,-0.16383183568678,-0.2338947042463,0.97226193349608,-0.21093426419113,0.97750024869058,0.10734649122807,0.3428506097561,0.12836970474968,0.0090294611013035,-0.99995923358516,-0.08271156810467,-0.99657352789529,-0.1525366145181,0.25970070829966,0.3438703465982,0.15144084399099,0.98846632252763,0.22783464804214,0.97369983729664,-0.26230295552626,-0.25533389726961,-0.49967907573813,0.28066857419228,-0.95980474652966,0.64172263267368,-0.7669368049027,0.18693328123278,-0.29307526941631,-0.28096919127086
1,Andre,0.93067772399082,0.36584009357543,0.99901542543435,-0.04436417185317,-0.080613425925926,1.0502436647173,0.70175438596491,0.99616924792023,0.087446151991038,0.99984227243563,0.017760356155107,0.055785242606948,-0.31082502768549,-0.73343079922027,-0.35525759893585,0.93476844105818,-0.035163425805277,0.9993815755184,0.25246578799631,-0.28379224030038,-0.58406432748538,-0.91682751060947,0.39928350302717,-0.96628767582704,0.25746480836181,0.097243549900674,0.32048988153998,0.98732943469786,0.85220925978285,-0.52320108709785,0.8429757199745,-0.5379516107732,0.030908606448175,-0.14653540325634,-0.135477582846,-0.65495596193589,0.75566704832527,-0.69536600341018,0.71865577385933,0.29562926785149,0.34376405757985,0.39912280701754,-0.35358738532655,-0.93540149718606,-0.44812049200039,-0.89397316774572,-0.27005866038338,0.26844197970074,0.49025341130604,0.32337733419275,0.94627009871938,-0.046095455377128,0.99893703955433,-0.13420838420838,-0.29051796157059,-0.26608187134503,0.8942995887856,-0.44746870895954,0.88475271798809,-0.4660607557097,0.20806113369194,-0.36526938498002,-0.67275828460039
1,Andre,-0.64959436994131,-0.76028097078682,0.98639392383214,0.16439898730536,-0.86589336589337,2.0517375041185,0.25267249757046,-0.83605114535934,-0.54865151265929,-0.72413793103448,0.68965517241379,0.10695771013231,-0.28273339157693,-0.29931972789116,-0.045754085521391,0.99895273344543,0.12855402864139,0.99170250666219,0.13640750740176,0.24967439728562,0.2628225893532,-0.065288334607392,-0.99786644064433,-0.17406904421848,-0.98473345015027,-0.26344537080733,0.26672563000346,0.45761796782205,0.081910781924923,-0.99663966597986,0.63453591847494,-0.77289337438301,0.30844215080668,-0.27771913363046,-0.17535903250189,-0.24924522221254,0.96844040560285,-0.034804770711454,0.99939413042889,0.16559777670889,0.3063858540049,0.17103984450923,-0.065288334607392,-0.99786644064433,-0.17406904421848,-0.98473345015027,-0.26344537080733,0.26672563000346,0.45761796782205,-0.29706655263624,0.95485677633078,-0.29706655263624,0.95485677633078,0,0,0,-0.14360481902774,-0.98963511252987,0.58495200603926,-0.81106790753342,0.17180958551221,-0.28820663347944,-0.74074074074074
1,Andre,-0.71253904240142,-0.70163246294173,0.94030712399799,0.34032706703791,-0.19376097457905,0.70948247649649,0.71454081632653,-0.45730024622509,-0.88931236627097,0.63237648991226,0.77466120014252,0.12217846721479,-0.32810734463277,-0.39132653061224,0.49628903805303,0.86815735365681,0.46229573724767,0.88672580391158,0.20650711538097,0.031397980501393,0.18316326530612,-0.75201096298226,-0.65915059853913,-0.77586843323162,-0.6308947410739,-0.1644122918861,0.27134668865606,0.65739795918367,0.66881873045424,-0.74342552134937,0.90688095120449,-0.42138692474071,0.22328349944629,-0.2007328003876,-0.087755102040816,-0.19760577470233,0.98028157067462,-0.089104592642813,0.99602227463544,0.28861566898474,0.30516425389755,0.11454081632653,-0.33114128719952,-0.94358118247019,-0.4831837836573,-0.87551894965821,-0.29690696422454,0.22826738609113,0.35459183673469,0.091978125701444,0.99576102775337,0.18862875720767,0.98204846721243,-0.076698284947782,-0.18247505868545,-0.072448979591837,0.12862366828503,-0.99169347681474,0.79400555456903,-0.60791050271691,0.19786002175165,-0.32546205590387,-0.32551020408163
1,Andre,0.91028437220086,0.41398352832799,0.99748966882335,0.07081215002164,-0.20458412472301,4.7370680614545,0.14178595773688,0.99591070728263,-0.090343030277962,0.97469265974235,0.2235491423477,-0.13792406422199,-0.30281830429043,-0.82572142694842,-0.053950830608218,0.99854359337822,0.18101544849415,0.98348025267743,0.016724947465196,-0.30484352564939,-0.34174051351965,-0.90592062908737,0.42344753369685,-0.98114593608031,0.19326834224232,-0.0014598100741945,0.34054813370793,0.55919109293342,0.80762836700064,-0.5896918015505,0.82160629449027,-0.57005534543057,-0.11827737319842,-0.064601638380517,0.35014769370598,-0.37898256299713,0.92540381290771,-0.29574286124651,0.95526758556005,0.17299134517678,0.30110975036421,0.24017268802545,-0.5707552359443,-0.82112024737073,-0.67123674524442,-0.74124303155826,-0.30950923375166,0.28233534452162,0.24744376278119,0.58637034767017,0.81004309476296,-0.09295206491303,0.99567058489663,-0.25752462731864,-0.31154547542553,-0.50374914792093,0.70519418735935,-0.70901421573519,0.77015418830829,-0.63785776332282,0.11269179407516,-0.32962481434833,-0.10293115201091
1,Andre,0.86994588433355,0.49314719742803,0.92937502033145,0.36913692796024,0.05063591421187,-0.89723189579103,-0.69093556607208,0.8548143022031,0.51893401194085,0.48242054125538,0.87593973615476,-0.20455078625927,-0.25182147191616,-0.74499453949763,-0.83096352434597,0.5563269013867,-0.72382297650383,0.68998572353719,-0.050557366159467,-0.31070988387213,-0.26174008008737,-0.66103479036945,0.75035525314428,-0.791685896292,0.61092834408983,-0.026507008541282,0.33879825049653,0.48653076083,0.76511716981715,-0.6438910749894,0.833444719215,-0.55260284111886,-0.34497593997227,0.2182843529255,0.22206042955952,-0.32047056076915,0.94725847564448,-0.14459916375522,0.98949031417255,0.081839755198901,0.30687655202912,0.217510010921,0.015606706450689,-0.99987820794023,0,-1,-0.22475543326468,0.26511617977462,0.50254823443757,0.19545921340195,0.98071183122072,-0.061079773716783,0.99813288756693,-0.21762916279279,-0.26405850720419,-0.76556243174372,0.37559782031785,-0.92678275629863,0.47143610913699,-0.8819002182797,0.31462570189986,-0.16253922407645,-0.12449945394976
1,Andre,0.97788610300106,-0.20913815901791,0.92462567784008,0.3808770876264,0.60434520128398,-3.0889501071319,-0.22857142857143,-0.088867126682194,-0.99604348991159,0.9891551277609,-0.14687454927359,0.059298492536761,-0.30297836196203,-0.8178107606679,0.46284590983243,0.88643875352525,0.59008383626449,0.80734197598006,0.016522652486809,-0.10424510484824,-0.20507111935683,-0.99999924405974,0.0012295852712583,-0.99679447842962,-0.080004798432516,0.080823326115012,0.44851083179057,0.15386518243661,0.84353554540085,-0.53707335033987,0.93040839281709,-0.36652451838249,-0.37650444793302,0.11712855046188,0.028942486085343,-0.4342092375346,0.90081204368038,-0.68480350378459,0.72872776892633,0.25270150704205,0.39792380090888,0.23203463203463,-0.53171184148262,-0.84692533178974,-0.69977983481644,-0.71435858137512,-0.32404741037519,0.29713701431493,0.1612863327149,-0.29963181700558,0.95405491154227,-0.067870350292643,0.99769414930186,-0.13032819510783,-0.27618203309693,-0.37204700061843,0.42421308355794,-0.90556239969329,0.60592091999632,-0.79552488252148,0.21609003241656,-0.2814306905216,-0.4952380952381
1,Andre,0.99289640255937,0.11898207337516,0.55818344937774,0.82971756450057,-0.12672293847113,0.89308045437437,0.61518708730741,0.65434546657974,-0.75619574870965,0.91803003716252,0.39651084583828,0.083358162508607,-0.25875953933392,-0.63683052090976,0.19898081260691,0.98000338581777,0.39121775182744,0.92029814226428,0.1283329188771,-0.17284463652482,-0.30520909757887,-0.95691326886833,0.29037388977614,-0.99968302020261,-0.025176558910878,0.11922614702912,0.36396194141544,0.57190022010271,0.87611453029984,-0.48210302819781,0.89913788811661,-0.43766546374281,-0.21852142110763,0.0052385557704707,0.21790168745415,-0.42952649619879,0.90305425588011,-0.51465677788783,0.85739629167271,0.3578025630373,0.39145288190405,0.1979090242113,-0.66364523492027,-0.74804745983636,-0.74653232823691,-0.66534914360595,-0.38162436933348,0.24606769187557,0.055575935436537,0.6231834533953,0.78207568905721,0.92632984513889,0.37671344282486,-0.23506773399015,0.012189716312057,-0.020542920029347,0.73986871178518,-0.6727512834037,0.79775392200172,-0.60298315061938,0.15298695792619,-0.27121794392679,-0.62655906089508
1,Andre,0.73618556425287,-0.6767797389001,0.97420199609174,0.2256778030974,-2.6929994709928,15.896141715524,0.050158209305051,0.076257532198671,-0.99708815497075,0.98672320304376,-0.16241096199167,0.09969884529633,-0.30682846407484,-0.88597210828548,0.46830823002292,0.88356516550439,0.57630476979365,0.81723485750003,0.039762217065214,-0.18867981975399,-0.35063869682409,-0.98140015408675,0.19197327303172,-0.99965340353225,0.0263262759688,0.053443230718305,0.38903737604882,0.55666236962381,0.75266148895467,-0.65840768756488,0.84572806232138,-0.53361413455992,0.22008564164325,-0.19630853266376,-0.11016055314661,-0.23817304086985,0.97122273583499,-0.35072552506253,0.93647829983914,0.26417664026314,0.31545900769154,0.45892417672565,-0.068288857843573,-0.99766559121502,-0.24540373479417,-0.96942096477695,-0.28592780106519,0.26868499094133,0.43150123051682,-0.032577536152913,0.99946921120073,-0.082564477720957,0.99658572487201,-0.13785472742315,-0.32745399786879,-0.18352279385914,0.44741477702139,-0.89432657195395,0.44512345967632,-0.89546920976982,0.21148319380232,-0.30087127150185,-0.63705613500527
1,Andre,0.9265889167629,0.37607576275554,0.91144717240167,0.41141712643131,0.9669865781498,6.0102184400965,0.12202380952381,0.94695091847192,-0.32137821644471,0.99808938985593,0.061786486038701,-0.085743096315931,-0.2968855999176,-1.0231227106227,0.009320266556299,0.99995656537238,0.32581137485494,0.94543479310587,0.010332354057997,-0.31502771282584,-0.29372710622711,-0.71907548159091,0.69493197636517,-0.92741152374318,0.37404259868141,0.14987302367494,0.30392641614686,0.85989010989011,0.79263118001399,-0.60970141255342,0.84745806822389,-0.53086233865498,-0.13993773850171,0.0045173857184301,0.3507326007326,-0.21099307785883,0.97748755546843,0,1,0.3701274640581,0.33285163776493,0.23763736263736,-0.23749162365329,-0.97138958646597,-0.45788538479695,-0.88901123411875,-0.29503668892736,0.21089164497525,0.2135989010989,0.6615991383634,0.74985770657959,0.47409982303502,0.88047109992218,-0.21679270669017,-0.28062472475922,-0.75915750915751,0.50993874064554,-0.86021071882931,0.66534653465347,-0.74653465346535,0.20169721218379,-0.3251155188026,-0.27289377289377
